"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Rochdale","E08000005","Upper tier local authority","2020-04-22",12,395
"Torbay","E06000027","Upper tier local authority","2020-04-22",9,177
"Southwark","E09000028","Upper tier local authority","2020-04-22",4,1140
"Bristol, City of","E06000023","Upper tier local authority","2020-04-22",21,542
"East Midlands","E12000004","Region","2020-04-22",142,6033
"Bedford","E06000055","Upper tier local authority","2020-04-22",9,388
"Peterborough","E06000031","Upper tier local authority","2020-04-22",9,191
"Havering","E09000016","Upper tier local authority","2020-04-22",10,602
"Stockport","E08000007","Upper tier local authority","2020-04-22",25,727
"Wokingham","E06000041","Upper tier local authority","2020-04-22",25,336
"Oxfordshire","E10000025","Upper tier local authority","2020-04-22",34,1380
"Kirklees","E08000034","Upper tier local authority","2020-04-22",10,480
"Darlington","E06000005","Upper tier local authority","2020-04-22",6,223
"Hartlepool","E06000001","Upper tier local authority","2020-04-22",9,150
"Knowsley","E08000011","Upper tier local authority","2020-04-22",10,474
"East of England","E12000006","Region","2020-04-22",297,9224
"Oldham","E08000004","Upper tier local authority","2020-04-22",12,542
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-22",5,582
"Wirral","E08000015","Upper tier local authority","2020-04-22",27,901
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-22",5,278
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-22",5,192
"Swindon","E06000030","Upper tier local authority","2020-04-22",12,324
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-22",13,679
"Rotherham","E08000018","Upper tier local authority","2020-04-22",22,607
"Harrow","E09000015","Upper tier local authority","2020-04-22",13,847
"Derby","E06000015","Upper tier local authority","2020-04-22",11,438
"Lambeth","E09000022","Upper tier local authority","2020-04-22",12,1079
"Southampton","E06000045","Upper tier local authority","2020-04-22",15,414
"Bromley","E09000006","Upper tier local authority","2020-04-22",9,967
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-22",16,969
"Lancashire","E10000017","Upper tier local authority","2020-04-22",85,2467
"Rutland","E06000017","Upper tier local authority","2020-04-22",5,18
"Derbyshire","E10000007","Upper tier local authority","2020-04-22",17,1049
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-22",3,221
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-22",15,323
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-22",8,272
"Trafford","E08000009","Upper tier local authority","2020-04-22",11,531
"Haringey","E09000014","Upper tier local authority","2020-04-22",4,521
"Nottingham","E06000018","Upper tier local authority","2020-04-22",21,457
"Leeds","E08000035","Upper tier local authority","2020-04-22",49,1156
"Barnsley","E08000016","Upper tier local authority","2020-04-22",21,560
"London","E12000007","Region","2020-04-22",275,23286
"Hampshire","E10000014","Upper tier local authority","2020-04-22",64,2475
"Salford","E08000006","Upper tier local authority","2020-04-22",12,529
"York","E06000014","Upper tier local authority","2020-04-22",13,223
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-22",7,190
"Leicester","E06000016","Upper tier local authority","2020-04-22",21,571
"Wiltshire","E06000054","Upper tier local authority","2020-04-22",8,377
"Northumberland","E06000057","Upper tier local authority","2020-04-22",13,684
"Sutton","E09000029","Upper tier local authority","2020-04-22",13,637
"Wakefield","E08000036","Upper tier local authority","2020-04-22",16,465
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-22",23,544
"South Tyneside","E08000023","Upper tier local authority","2020-04-22",19,439
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-22",21,733
"Northamptonshire","E10000021","Upper tier local authority","2020-04-22",10,974
"Leicestershire","E10000018","Upper tier local authority","2020-04-22",21,817
"Cheshire East","E06000049","Upper tier local authority","2020-04-22",22,710
"Doncaster","E08000017","Upper tier local authority","2020-04-22",17,384
"North East","E12000001","Region","2020-04-22",198,6633
"Halton","E06000006","Upper tier local authority","2020-04-22",3,295
"Wigan","E08000010","Upper tier local authority","2020-04-22",14,539
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-22",5,311
"North Yorkshire","E10000023","Upper tier local authority","2020-04-22",22,753
"Sandwell","E08000028","Upper tier local authority","2020-04-22",13,866
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-22",13,353
"Lewisham","E09000023","Upper tier local authority","2020-04-22",4,875
"Walsall","E08000030","Upper tier local authority","2020-04-22",20,821
"Lincolnshire","E10000019","Upper tier local authority","2020-04-22",20,740
"Barnet","E09000003","Upper tier local authority","2020-04-22",6,1142
"Dorset","E06000059","Upper tier local authority","2020-04-22",8,277
"Hackney","E09000012","Upper tier local authority","2020-04-22",6,587
"North West","E12000002","Region","2020-04-22",440,16623
"Westminster","E09000033","Upper tier local authority","2020-04-22",1,573
"North Tyneside","E08000022","Upper tier local authority","2020-04-22",15,428
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-22",13,444
"Blackpool","E06000009","Upper tier local authority","2020-04-22",16,349
"Somerset","E10000027","Upper tier local authority","2020-04-22",16,426
"Dudley","E08000027","Upper tier local authority","2020-04-22",7,661
"Liverpool","E08000012","Upper tier local authority","2020-04-22",21,1272
"Greenwich","E09000011","Upper tier local authority","2020-04-22",11,603
"North Somerset","E06000024","Upper tier local authority","2020-04-22",9,193
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-22",6,381
"Bury","E08000002","Upper tier local authority","2020-04-22",5,392
"Luton","E06000032","Upper tier local authority","2020-04-22",15,565
"Waltham Forest","E09000031","Upper tier local authority","2020-04-22",7,685
"Gloucestershire","E10000013","Upper tier local authority","2020-04-22",23,1063
"South East","E12000008","Region","2020-04-22",437,15439
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-22",5,439
"Surrey","E10000030","Upper tier local authority","2020-04-22",47,2362
"West Sussex","E10000032","Upper tier local authority","2020-04-22",19,998
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-22",18,266
"Sefton","E08000014","Upper tier local authority","2020-04-22",19,735
"Solihull","E08000029","Upper tier local authority","2020-04-22",15,504
"Suffolk","E10000029","Upper tier local authority","2020-04-22",26,885
"Ealing","E09000009","Upper tier local authority","2020-04-22",9,992
"Manchester","E08000003","Upper tier local authority","2020-04-22",21,967
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-22",7,116
"Medway","E06000035","Upper tier local authority","2020-04-22",9,566
"Gateshead","E08000037","Upper tier local authority","2020-04-22",17,676
"Calderdale","E08000033","Upper tier local authority","2020-04-22",8,213
"South West","E12000009","Region","2020-04-22",152,5566
"Wandsworth","E09000032","Upper tier local authority","2020-04-22",4,883
"West Berkshire","E06000037","Upper tier local authority","2020-04-22",6,287
"Merton","E09000024","Upper tier local authority","2020-04-22",3,625
"Yorkshire and The Humber","E12000003","Region","2020-04-22",321,8610
"Camden","E09000007","Upper tier local authority","2020-04-22",8,550
"Sheffield","E08000019","Upper tier local authority","2020-04-22",43,1918
"Norfolk","E10000020","Upper tier local authority","2020-04-22",69,1249
"Essex","E10000012","Upper tier local authority","2020-04-22",61,2215
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-22",14,443
"Slough","E06000039","Upper tier local authority","2020-04-22",7,349
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-22",31,654
"Middlesbrough","E06000002","Upper tier local authority","2020-04-22",22,471
"Newham","E09000025","Upper tier local authority","2020-04-22",13,912
"Enfield","E09000010","Upper tier local authority","2020-04-22",10,768
"Warwickshire","E10000031","Upper tier local authority","2020-04-22",33,1013
"Bolton","E08000001","Upper tier local authority","2020-04-22",33,683
"Warrington","E06000007","Upper tier local authority","2020-04-22",13,530
"Shropshire","E06000051","Upper tier local authority","2020-04-22",9,407
"Sunderland","E08000024","Upper tier local authority","2020-04-22",15,1035
"Milton Keynes","E06000042","Upper tier local authority","2020-04-22",10,425
"East Sussex","E10000011","Upper tier local authority","2020-04-22",9,504
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-22",18,801
"Devon","E10000008","Upper tier local authority","2020-04-23",26,632
"East Midlands","E12000004","Region","2020-04-23",143,6176
"Peterborough","E06000031","Upper tier local authority","2020-04-23",9,200
"Leicester","E06000016","Upper tier local authority","2020-04-23",17,588
"Wiltshire","E06000054","Upper tier local authority","2020-04-23",10,387
"Redbridge","E09000026","Upper tier local authority","2020-04-23",6,649
"Northumberland","E06000057","Upper tier local authority","2020-04-23",9,693
"Havering","E09000016","Upper tier local authority","2020-04-23",8,610
"South Tyneside","E08000023","Upper tier local authority","2020-04-23",16,455
"Sutton","E09000029","Upper tier local authority","2020-04-23",10,647
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-23",12,231
"Thurrock","E06000034","Upper tier local authority","2020-04-23",4,264
"Wakefield","E08000036","Upper tier local authority","2020-04-23",7,472
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-23",49,593
"Wokingham","E06000041","Upper tier local authority","2020-04-23",4,340
"Salford","E08000006","Upper tier local authority","2020-04-23",17,546
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-23",5,345
"Oxfordshire","E10000025","Upper tier local authority","2020-04-23",44,1424
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-23",11,744
"Northamptonshire","E10000021","Upper tier local authority","2020-04-23",12,986
"Staffordshire","E10000028","Upper tier local authority","2020-04-23",54,1544
"Stockport","E08000007","Upper tier local authority","2020-04-23",19,746
"Leicestershire","E10000018","Upper tier local authority","2020-04-23",14,831
"Cheshire East","E06000049","Upper tier local authority","2020-04-23",34,744
"Bexley","E09000004","Upper tier local authority","2020-04-23",4,581
"Kirklees","E08000034","Upper tier local authority","2020-04-23",10,490
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-23",1,353
"North East","E12000001","Region","2020-04-23",212,6845
"Barnet","E09000003","Upper tier local authority","2020-04-23",11,1153
"Doncaster","E08000017","Upper tier local authority","2020-04-23",20,404
"Halton","E06000006","Upper tier local authority","2020-04-23",5,300
"Darlington","E06000005","Upper tier local authority","2020-04-23",8,231
"Wigan","E08000010","Upper tier local authority","2020-04-23",25,564
"Hartlepool","E06000001","Upper tier local authority","2020-04-23",18,168
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-23",3,314
"Hounslow","E09000018","Upper tier local authority","2020-04-23",6,621
"North Yorkshire","E10000023","Upper tier local authority","2020-04-23",28,781
"England","E92000001","Country","2020-04-23",2729,110228
"Knowsley","E08000011","Upper tier local authority","2020-04-23",20,494
"Sandwell","E08000028","Upper tier local authority","2020-04-23",18,884
"Birmingham","E08000025","Upper tier local authority","2020-04-23",53,2674
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-23",22,375
"East of England","E12000006","Region","2020-04-23",289,9513
"Lewisham","E09000023","Upper tier local authority","2020-04-23",4,879
"Oldham","E08000004","Upper tier local authority","2020-04-23",19,561
"Walsall","E08000030","Upper tier local authority","2020-04-23",17,838
"Croydon","E09000008","Upper tier local authority","2020-04-23",24,1311
"Lincolnshire","E10000019","Upper tier local authority","2020-04-23",19,759
"Wirral","E08000015","Upper tier local authority","2020-04-23",23,924
"Hackney","E09000012","Upper tier local authority","2020-04-23",6,593
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-23",13,457
"Swindon","E06000030","Upper tier local authority","2020-04-23",10,334
"Dorset","E06000059","Upper tier local authority","2020-04-23",15,292
"Kent","E10000016","Upper tier local authority","2020-04-23",85,3178
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-23",4,586
"North West","E12000002","Region","2020-04-23",481,17104
"Westminster","E09000033","Upper tier local authority","2020-04-23",6,579
